id,question,reference_answer,student_answer,label,human_score,subject
11,বাংলাদেশের মুক্তিযুদ্ধের পটভূমি ও প্রধান কারণগুলি বর্ণনা কর।,"বাংলাদেশের মুক্তিযুদ্ধ ১৯৭১ সালে সংঘটিত হয়। পাকিস্তান সরকার বাংলাভাষী জনগণের উপর দীর্ঘদিন ধরে রাজনৈতিক, অর্থনৈতিক ও সাংস্কৃতিক নিপীড়ন চালিয়ে আসছিল। ১৯৭০ সালের সাধারণ নির্বাচনে আওয়ামী লীগ সংখ্যাগরিষ্ঠতা অর্জন করলেও পাকিস্তানি শাসকগোষ্ঠী তাদের কাছে ক্ষমতা হস্তান্তর করতে অস্বীকার করে।",এই বিষয়টি সম্পূর্ণভাবে বুঝতে পারিনি এবং কোন উত্তর দিতে পারছি না।,incorrect,26,ইতিহাস
12,বাংলাদেশের মুক্তিযুদ্ধের পটভূমি ও প্রধান কারণগুলি বর্ণনা কর।,"বাংলাদেশের মুক্তিযুদ্ধ ১৯৭১ সালে সংঘটিত হয়। পাকিস্তান সরকার বাংলাভাষী জনগণের উপর দীর্ঘদিন ধরে রাজনৈতিক, অর্থনৈতিক ও সাংস্কৃতিক নিপীড়ন চালিয়ে আসছিল। ১৯৭০ সালের সাধারণ নির্বাচনে আওয়ামী লীগ সংখ্যাগরিষ্ঠতা অর্জন করলেও পাকিস্তানি শাসকগোষ্ঠী তাদের কাছে ক্ষমতা হস্তান্তর করতে অস্বীকার করে।","বাংলাদেশের মুক্তিযুদ্ধ ১৯৭১ সালে সংঘটিত হয়। পাকিস্তান সরকার বাংলাভাষী জনগণের উপর দীর্ঘদিন ধরে রাজনৈতিক, অর্থনৈতিক ও সাংস্কৃতিক নিপীড়ন চালিয়ে",partially_correct,57,ইতিহাস
13,বাংলাদেশের মুক্তিযুদ্ধের পটভূমি ও প্রধান কারণগুলি বর্ণনা কর।,"বাংলাদেশের মুক্তিযুদ্ধ ১৯৭১ সালে সংঘটিত হয়। পাকিস্তান সরকার বাংলাভাষী জনগণের উপর দীর্ঘদিন ধরে রাজনৈতিক, অর্থনৈতিক ও সাংস্কৃতিক নিপীড়ন চালিয়ে আসছিল। ১৯৭০ সালের সাধারণ নির্বাচনে আওয়ামী লীগ সংখ্যাগরিষ্ঠতা অর্জন করলেও পাকিস্তানি শাসকগোষ্ঠী তাদের কাছে ক্ষমতা হস্তান্তর করতে অস্বীকার করে।",বাংলাদেশের মুক্তিযুদ্ধ ১৯৭১ সালে সংঘটিত হয়,partially_correct,71,ইতিহাস
14,বাংলাদেশের মুক্তিযুদ্ধের পটভূমি ও প্রধান কারণগুলি বর্ণনা কর।,"বাংলাদেশের মুক্তিযুদ্ধ ১৯৭১ সালে সংঘটিত হয়। পাকিস্তান সরকার বাংলাভাষী জনগণের উপর দীর্ঘদিন ধরে রাজনৈতিক, অর্থনৈতিক ও সাংস্কৃতিক নিপীড়ন চালিয়ে আসছিল। ১৯৭০ সালের সাধারণ নির্বাচনে আওয়ামী লীগ সংখ্যাগরিষ্ঠতা অর্জন করলেও পাকিস্তানি শাসকগোষ্ঠী তাদের কাছে ক্ষমতা হস্তান্তর করতে অস্বীকার করে।",প্রশ্নটি অস্পষ্ট এবং উত্তর দেওয়া খুবই কঠিন।,incorrect,5,ইতিহাস
15,বাংলাদেশের মুক্তিযুদ্ধের পটভূমি ও প্রধান কারণগুলি বর্ণনা কর।,"বাংলাদেশের মুক্তিযুদ্ধ ১৯৭১ সালে সংঘটিত হয়। পাকিস্তান সরকার বাংলাভাষী জনগণের উপর দীর্ঘদিন ধরে রাজনৈতিক, অর্থনৈতিক ও সাংস্কৃতিক নিপীড়ন চালিয়ে আসছিল। ১৯৭০ সালের সাধারণ নির্বাচনে আওয়ামী লীগ সংখ্যাগরিষ্ঠতা অর্জন করলেও পাকিস্তানি শাসকগোষ্ঠী তাদের কাছে ক্ষমতা হস্তান্তর করতে অস্বীকার করে।","বাংলাদেশের মুক্তিযুদ্ধ ১৯৭১ সালে সংঘটিত হয়। পাকিস্তান সরকার বাংলাভাষী জনগণের উপর দীর্ঘদিন ধরে রাজনৈতিক, অর্থনৈতিক ও সাংস্কৃতিক নিপীড়ন চালিয়ে আসছিল। ১৯৭০ সালের সাধারণ নির্বাচনে আওয়ামী লীগ সংখ্যাগরিষ্ঠতা অর্জন করলেও পাকিস্তানি শাসকগোষ্ঠী তাদের কাছে ক্ষমতা হস্তান্তর করতে অস্বীকার করে।",correct,88,ইতিহাস
16,বাংলাদেশের মুক্তিযুদ্ধের পটভূমি ও প্রধান কারণগুলি বর্ণনা কর।,"বাংলাদেশের মুক্তিযুদ্ধ ১৯৭১ সালে সংঘটিত হয়। পাকিস্তান সরকার বাংলাভাষী জনগণের উপর দীর্ঘদিন ধরে রাজনৈতিক, অর্থনৈতিক ও সাংস্কৃতিক নিপীড়ন চালিয়ে আসছিল। ১৯৭০ সালের সাধারণ নির্বাচনে আওয়ামী লীগ সংখ্যাগরিষ্ঠতা অর্জন করলেও পাকিস্তানি শাসকগোষ্ঠী তাদের কাছে ক্ষমতা হস্তান্তর করতে অস্বীকার করে।","বাংলাদেশের মুক্তিযুদ্ধ ১৯৭১ সালে সংঘটিত হয়। পাকিস্তান সরকার বাংলাভাষী জনগণের উপর দীর্ঘদিন ধরে রাজনৈতিক, অর্থনৈতিক ও সাংস্কৃতিক নিপীড়ন চালিয়ে আসছিল। ১৯৭০ সালের সাধারণ নির্বাচনে আওয়ামী লীগ সংখ্যাগরিষ্ঠতা অর্জন করলেও পাকিস্তানি শাসকগোষ্ঠী তাদের কাছে ক্ষমতা হস্তান্তর করতে অস্বীকার করে। এটি পরীক্ষায় খুবই গুরুত্বপূর্ণ।",correct,99,ইতিহাস
17,বাংলাদেশের মুক্তিযুদ্ধের পটভূমি ও প্রধান কারণগুলি বর্ণনা কর।,"বাংলাদেশের মুক্তিযুদ্ধ ১৯৭১ সালে সংঘটিত হয়। পাকিস্তান সরকার বাংলাভাষী জনগণের উপর দীর্ঘদিন ধরে রাজনৈতিক, অর্থনৈতিক ও সাংস্কৃতিক নিপীড়ন চালিয়ে আসছিল। ১৯৭০ সালের সাধারণ নির্বাচনে আওয়ামী লীগ সংখ্যাগরিষ্ঠতা অর্জন করলেও পাকিস্তানি শাসকগোষ্ঠী তাদের কাছে ক্ষমতা হস্তান্তর করতে অস্বীকার করে।",বাংলাদেশের মুক্তিযুদ্ধ ১৯৭১ সালে সংঘটিত হয়,partially_correct,52,ইতিহাস
18,বাংলাদেশের মুক্তিযুদ্ধের পটভূমি ও প্রধান কারণগুলি বর্ণনা কর।,"বাংলাদেশের মুক্তিযুদ্ধ ১৯৭১ সালে সংঘটিত হয়। পাকিস্তান সরকার বাংলাভাষী জনগণের উপর দীর্ঘদিন ধরে রাজনৈতিক, অর্থনৈতিক ও সাংস্কৃতিক নিপীড়ন চালিয়ে আসছিল। ১৯৭০ সালের সাধারণ নির্বাচনে আওয়ামী লীগ সংখ্যাগরিষ্ঠতা অর্জন করলেও পাকিস্তানি শাসকগোষ্ঠী তাদের কাছে ক্ষমতা হস্তান্তর করতে অস্বীকার করে।",প্রশ্নটি অস্পষ্ট এবং উত্তর দেওয়া খুবই কঠিন।,incorrect,18,ইতিহাস
19,বাংলাদেশের মুক্তিযুদ্ধের পটভূমি ও প্রধান কারণগুলি বর্ণনা কর।,"বাংলাদেশের মুক্তিযুদ্ধ ১৯৭১ সালে সংঘটিত হয়। পাকিস্তান সরকার বাংলাভাষী জনগণের উপর দীর্ঘদিন ধরে রাজনৈতিক, অর্থনৈতিক ও সাংস্কৃতিক নিপীড়ন চালিয়ে আসছিল। ১৯৭০ সালের সাধারণ নির্বাচনে আওয়ামী লীগ সংখ্যাগরিষ্ঠতা অর্জন করলেও পাকিস্তানি শাসকগোষ্ঠী তাদের কাছে ক্ষমতা হস্তান্তর করতে অস্বীকার করে।","এই প্রশ্নের উত্তরে নিম্নলিখিত বিষয়গুলি উল্লেখযোগ্য: বাংলাদেশের মুক্তিযুদ্ধ ১৯৭১ সালে সংঘটিত হয়। পাকিস্তান সরকার বাংলাভাষী জনগণের উপর দীর্ঘদিন ধরে রাজনৈতিক, অর্থনৈতিক ও সাংস্কৃতিক নিপীড়ন চালিয়ে আসছিল।...",correct,99,ইতিহাস
20,বাংলাদেশের মুক্তিযুদ্ধের পটভূমি ও প্রধান কারণগুলি বর্ণনা কর।,"বাংলাদেশের মুক্তিযুদ্ধ ১৯৭১ সালে সংঘটিত হয়। পাকিস্তান সরকার বাংলাভাষী জনগণের উপর দীর্ঘদিন ধরে রাজনৈতিক, অর্থনৈতিক ও সাংস্কৃতিক নিপীড়ন চালিয়ে আসছিল। ১৯৭০ সালের সাধারণ নির্বাচনে আওয়ামী লীগ সংখ্যাগরিষ্ঠতা অর্জন করলেও পাকিস্তানি শাসকগোষ্ঠী তাদের কাছে ক্ষমতা হস্তান্তর করতে অস্বীকার করে।",এই বিষয়ে ভিন্নমত রয়েছে এবং সবাই একমত নয়।,incorrect,34,ইতিহাস
21,বঙ্গবন্ধু শেখ মুজিবুর রহমানের রাজনৈতিক জীবন সম্পর্কে আলোচনা কর।,বঙ্গবন্ধু শেখ মুজিবুর রহমান বাংলাদেশের স্বাধীনতা সংগ্রামের মূল নেতা ছিলেন। তিনি ১৯২০ সালে জন্মগ্রহণ করেন এবং তরুণ বয়স থেকেই রাজনীতিতে সক্রিয় হন। তিনি আওয়ামী লীগের প্রতিষ্ঠাতা এবং দীর্ঘদিন এর নেতৃত্ব দেন।,এই বিষয়ে ভিন্নমত রয়েছে এবং সবাই একমত নয়।,incorrect,23,ইতিহাস
22,বঙ্গবন্ধু শেখ মুজিবুর রহমানের রাজনৈতিক জীবন সম্পর্কে আলোচনা কর।,বঙ্গবন্ধু শেখ মুজিবুর রহমান বাংলাদেশের স্বাধীনতা সংগ্রামের মূল নেতা ছিলেন। তিনি ১৯২০ সালে জন্মগ্রহণ করেন এবং তরুণ বয়স থেকেই রাজনীতিতে সক্রিয় হন। তিনি আওয়ামী লীগের প্রতিষ্ঠাতা এবং দীর্ঘদিন এর নেতৃত্ব দেন।,অধিকাংশ তথ্য সঠিক: বঙ্গবন্ধু শেখ মুজিবুর রহমান বাংলাদেশের স্বাধীনতা সংগ্রামের মূল নেতা ছিলেন। তিনি ১৯২০ সালে জন্মগ্রহণ ...,partially_correct,42,ইতিহাস
23,বঙ্গবন্ধু শেখ মুজিবুর রহমানের রাজনৈতিক জীবন সম্পর্কে আলোচনা কর।,বঙ্গবন্ধু শেখ মুজিবুর রহমান বাংলাদেশের স্বাধীনতা সংগ্রামের মূল নেতা ছিলেন। তিনি ১৯২০ সালে জন্মগ্রহণ করেন এবং তরুণ বয়স থেকেই রাজনীতিতে সক্রিয় হন। তিনি আওয়ামী লীগের প্রতিষ্ঠাতা এবং দীর্ঘদিন এর নেতৃত্ব দেন।,আমি মনে করি এটি একেবারে ভিন্ন ছিল এবং সবাই ভুল জানে।,incorrect,19,ইতিহাস
24,বঙ্গবন্ধু শেখ মুজিবুর রহমানের রাজনৈতিক জীবন সম্পর্কে আলোচনা কর।,বঙ্গবন্ধু শেখ মুজিবুর রহমান বাংলাদেশের স্বাধীনতা সংগ্রামের মূল নেতা ছিলেন। তিনি ১৯২০ সালে জন্মগ্রহণ করেন এবং তরুণ বয়স থেকেই রাজনীতিতে সক্রিয় হন। তিনি আওয়ামী লীগের প্রতিষ্ঠাতা এবং দীর্ঘদিন এর নেতৃত্ব দেন।,প্রশ্নটি অস্পষ্ট এবং উত্তর দেওয়া খুবই কঠিন।,incorrect,18,ইতিহাস
25,বঙ্গবন্ধু শেখ মুজিবুর রহমানের রাজনৈতিক জীবন সম্পর্কে আলোচনা কর।,বঙ্গবন্ধু শেখ মুজিবুর রহমান বাংলাদেশের স্বাধীনতা সংগ্রামের মূল নেতা ছিলেন। তিনি ১৯২০ সালে জন্মগ্রহণ করেন এবং তরুণ বয়স থেকেই রাজনীতিতে সক্রিয় হন। তিনি আওয়ামী লীগের প্রতিষ্ঠাতা এবং দীর্ঘদিন এর নেতৃত্ব দেন।,এই বিষয়টি সম্পূর্ণভাবে বুঝতে পারিনি এবং কোন উত্তর দিতে পারছি না।,incorrect,11,ইতিহাস
26,বঙ্গবন্ধু শেখ মুজিবুর রহমানের রাজনৈতিক জীবন সম্পর্কে আলোচনা কর।,বঙ্গবন্ধু শেখ মুজিবুর রহমান বাংলাদেশের স্বাধীনতা সংগ্রামের মূল নেতা ছিলেন। তিনি ১৯২০ সালে জন্মগ্রহণ করেন এবং তরুণ বয়স থেকেই রাজনীতিতে সক্রিয় হন। তিনি আওয়ামী লীগের প্রতিষ্ঠাতা এবং দীর্ঘদিন এর নেতৃত্ব দেন।,এটি আমার জানা নেই তবে অনেক মতামত রয়েছে।,incorrect,11,ইতিহাস
27,বঙ্গবন্ধু শেখ মুজিবুর রহমানের রাজনৈতিক জীবন সম্পর্কে আলোচনা কর।,বঙ্গবন্ধু শেখ মুজিবুর রহমান বাংলাদেশের স্বাধীনতা সংগ্রামের মূল নেতা ছিলেন। তিনি ১৯২০ সালে জন্মগ্রহণ করেন এবং তরুণ বয়স থেকেই রাজনীতিতে সক্রিয় হন। তিনি আওয়ামী লীগের প্রতিষ্ঠাতা এবং দীর্ঘদিন এর নেতৃত্ব দেন।,এই প্রশ্নের উত্তরে নিম্নলিখিত বিষয়গুলি উল্লেখযোগ্য: বঙ্গবন্ধু শেখ মুজিবুর রহমান বাংলাদেশের স্বাধীনতা সংগ্রামের মূল নেতা ছিলেন। তিনি ১৯২০ সালে জন্মগ্রহণ করেন এবং তরুণ বয়স থেকেই রাজনীতিতে সক্রিয় হন। তিন...,correct,100,ইতিহাস
28,বঙ্গবন্ধু শেখ মুজিবুর রহমানের রাজনৈতিক জীবন সম্পর্কে আলোচনা কর।,বঙ্গবন্ধু শেখ মুজিবুর রহমান বাংলাদেশের স্বাধীনতা সংগ্রামের মূল নেতা ছিলেন। তিনি ১৯২০ সালে জন্মগ্রহণ করেন এবং তরুণ বয়স থেকেই রাজনীতিতে সক্রিয় হন। তিনি আওয়ামী লীগের প্রতিষ্ঠাতা এবং দীর্ঘদিন এর নেতৃত্ব দেন।,বঙ্গবন্ধু শেখ মুজিবুর রহমান বাংলাদেশের স্বাধীনতা সংগ্রামের মূল নেতা ছিলেন। তিনি ১৯২০ সালে জন্মগ্রহণ করেন এবং তরুণ বয়স থেকেই রাজনীতিতে সক্রিয় হন। তিনি আওয়ামী লীগের প্রতিষ্ঠাতা এবং দীর্ঘদিন এর নেতৃত্ব দেন। এটি পরীক্ষায় খুবই গুরুত্বপূর্ণ।,correct,95,ইতিহাস
29,বঙ্গবন্ধু শেখ মুজিবুর রহমানের রাজনৈতিক জীবন সম্পর্কে আলোচনা কর।,বঙ্গবন্ধু শেখ মুজিবুর রহমান বাংলাদেশের স্বাধীনতা সংগ্রামের মূল নেতা ছিলেন। তিনি ১৯২০ সালে জন্মগ্রহণ করেন এবং তরুণ বয়স থেকেই রাজনীতিতে সক্রিয় হন। তিনি আওয়ামী লীগের প্রতিষ্ঠাতা এবং দীর্ঘদিন এর নেতৃত্ব দেন।,অধিকাংশ তথ্য সঠিক: বঙ্গবন্ধু শেখ মুজিবুর রহমান বাংলাদেশের স্বাধীনতা সংগ্রামের মূল নেতা ছিলেন। তিনি ১৯২০ সালে জন্মগ্রহণ ...,partially_correct,51,ইতিহাস
30,বঙ্গবন্ধু শেখ মুজিবুর রহমানের রাজনৈতিক জীবন সম্পর্কে আলোচনা কর।,বঙ্গবন্ধু শেখ মুজিবুর রহমান বাংলাদেশের স্বাধীনতা সংগ্রামের মূল নেতা ছিলেন। তিনি ১৯২০ সালে জন্মগ্রহণ করেন এবং তরুণ বয়স থেকেই রাজনীতিতে সক্রিয় হন। তিনি আওয়ামী লীগের প্রতিষ্ঠাতা এবং দীর্ঘদিন এর নেতৃত্ব দেন।,এই প্রশ্নের উত্তরে নিম্নলিখিত বিষয়গুলি উল্লেখযোগ্য: বঙ্গবন্ধু শেখ মুজিবুর রহমান বাংলাদেশের স্বাধীনতা সংগ্রামের মূল নেতা ছিলেন। তিনি ১৯২০ সালে জন্মগ্রহণ করেন এবং তরুণ বয়স থেকেই রাজনীতিতে সক্রিয় হন। তিন...,correct,93,ইতিহাস
31,বঙ্গবন্ধু শেখ মুজিবুর রহমানের রাজনৈতিক জীবন সম্পর্কে আলোচনা কর।,বঙ্গবন্ধু শেখ মুজিবুর রহমান বাংলাদেশের স্বাধীনতা সংগ্রামের মূল নেতা ছিলেন। তিনি ১৯২০ সালে জন্মগ্রহণ করেন এবং তরুণ বয়স থেকেই রাজনীতিতে সক্রিয় হন। তিনি আওয়ামী লীগের প্রতিষ্ঠাতা এবং দীর্ঘদিন এর নেতৃত্ব দেন।,আমি মনে করি এটি একেবারে ভিন্ন ছিল এবং সবাই ভুল জানে।,incorrect,7,ইতিহাস
32,বঙ্গবন্ধু শেখ মুজিবুর রহমানের রাজনৈতিক জীবন সম্পর্কে আলোচনা কর।,বঙ্গবন্ধু শেখ মুজিবুর রহমান বাংলাদেশের স্বাধীনতা সংগ্রামের মূল নেতা ছিলেন। তিনি ১৯২০ সালে জন্মগ্রহণ করেন এবং তরুণ বয়স থেকেই রাজনীতিতে সক্রিয় হন। তিনি আওয়ামী লীগের প্রতিষ্ঠাতা এবং দীর্ঘদিন এর নেতৃত্ব দেন।,বঙ্গবন্ধু শেখ মুজিবুর রহমান বাংলাদেশের স্বাধীনতা সংগ্রামের মূল নেতা ছিলেন। তিনি ১৯২০ সালে জন্মগ্রহণ করে,partially_correct,51,ইতিহাস
33,বঙ্গবন্ধু শেখ মুজিবুর রহমানের রাজনৈতিক জীবন সম্পর্কে আলোচনা কর।,বঙ্গবন্ধু শেখ মুজিবুর রহমান বাংলাদেশের স্বাধীনতা সংগ্রামের মূল নেতা ছিলেন। তিনি ১৯২০ সালে জন্মগ্রহণ করেন এবং তরুণ বয়স থেকেই রাজনীতিতে সক্রিয় হন। তিনি আওয়ামী লীগের প্রতিষ্ঠাতা এবং দীর্ঘদিন এর নেতৃত্ব দেন।,আমি মনে করি এটি একেবারে ভিন্ন ছিল এবং সবাই ভুল জানে।,incorrect,16,ইতিহাস
