id,question,reference_answer,student_answer,label,human_score,subject
27,কে ভারতের প্রথম প্রধানমন্ত্রী ছিলেন?,জওহরলাল নেহরু ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,জওহরলাল নেহরু ভারতের প্রধানমন্ত্রী ছিলেন।,partially_correct,76,ইতিহাস
28,কে ভারতের প্রথম প্রধানমন্ত্রী ছিলেন?,জওহরলাল নেহরু ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,জওহরলাল নেহরু ভারতের প্রধানমন্ত্রী ছিলেন।,partially_correct,67,ইতিহাস
29,কে ভারতের প্রথম প্রধানমন্ত্রী ছিলেন?,জওহরলাল নেহরু ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,ফুটবল একটি জনপ্রিয় খেলা।,incorrect,8,ইতিহাস
30,কে ভারতের প্রথম প্রধানমন্ত্রী ছিলেন?,জওহরলাল নেহরু ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,তিনি নেহরু ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,partially_correct,69,ইতিহাস
31,কে ভারতের প্রথম প্রধানমন্ত্রী ছিলেন?,জওহরলাল নেহরু ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,নেহরু জওহরলাল ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,incorrect,28,ইতিহাস
32,কে ভারতের প্রথম প্রধানমন্ত্রী ছিলেন?,জওহরলাল নেহরু ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,জওহরলাল নেহরু ভারতের প্রথম ১৮০০ ছিলেন।,incorrect,20,ইতিহাস
33,কে ভারতের প্রথম প্রধানমন্ত্রী ছিলেন?,জওহরলাল নেহরু ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,জওহরলাল নেহরু ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,correct,96,ইতিহাস
34,কে ভারতের প্রথম প্রধানমন্ত্রী ছিলেন?,জওহরলাল নেহরু ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,জওহরলাল নেহরু ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,correct,97,ইতিহাস
35,কে ভারতের প্রথম প্রধানমন্ত্রী ছিলেন?,জওহরলাল নেহরু ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,নেহরু জওহরলাল ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,incorrect,28,ইতিহাস
36,কে ভারতের প্রথম প্রধানমন্ত্রী ছিলেন?,জওহরলাল নেহরু ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,জওহরলাল নেহরু প্রথম ভারতের প্রধানমন্ত্রী ছিলেন।,correct,88,ইতিহাস
37,কে ভারতের প্রথম প্রধানমন্ত্রী ছিলেন?,জওহরলাল নেহরু ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,আমি চা খেতে পছন্দ করি।,incorrect,3,ইতিহাস
38,কে ভারতের প্রথম প্রধানমন্ত্রী ছিলেন?,জওহরলাল নেহরু ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,কুকুর নেহরু ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,incorrect,24,ইতিহাস
39,কে ভারতের প্রথম প্রধানমন্ত্রী ছিলেন?,জওহরলাল নেহরু ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,জওহরলাল নেহরু ভারতের প্রথম প্রধানমন্ত্রী ছিলেন বইতে লেখা আছে।,correct,87,ইতিহাস
40,কে ভারতের প্রথম প্রধানমন্ত্রী ছিলেন?,জওহরলাল নেহরু ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,ওটি নেহরু ভারতের প্রথম প্রধানমন্ত্রী ছিলেন।,partially_correct,63,ইতিহাস
41,বাংলাদেশ কবে স্বাধীন হয়েছিল?,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল।,আমার নাম রহিম।,incorrect,9,ইতিহাস
42,বাংলাদেশ কবে স্বাধীন হয়েছিল?,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল।,১৯৭১ বাংলাদেশ সালে স্বাধীন হয়েছিল।,incorrect,31,ইতিহাস
43,বাংলাদেশ কবে স্বাধীন হয়েছিল?,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল।,তিনি ১৯৭১ সালে স্বাধীন হয়েছিল।,partially_correct,70,ইতিহাস
44,বাংলাদেশ কবে স্বাধীন হয়েছিল?,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল।,বাংলাদেশ সালে ১৯৭১ স্বাধীন হয়েছিল।,correct,85,ইতিহাস
45,বাংলাদেশ কবে স্বাধীন হয়েছিল?,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল।,বাংলাদেশ সালে ১৯৭১ স্বাধীন হয়েছিল।,correct,87,ইতিহাস
46,বাংলাদেশ কবে স্বাধীন হয়েছিল?,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল।,বাংলাদেশ ১৯৭১ সালে হয়েছিল।,partially_correct,78,ইতিহাস
47,বাংলাদেশ কবে স্বাধীন হয়েছিল?,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল।,আমি বাজারে গিয়েছিলাম।,incorrect,6,ইতিহাস
48,বাংলাদেশ কবে স্বাধীন হয়েছিল?,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল।,১৯৭১ বাংলাদেশ সালে স্বাধীন হয়েছিল।,incorrect,39,ইতিহাস
49,বাংলাদেশ কবে স্বাধীন হয়েছিল?,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল।,চেয়ার ১৯৭১ সালে স্বাধীন হয়েছিল।,incorrect,18,ইতিহাস
50,বাংলাদেশ কবে স্বাধীন হয়েছিল?,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল।,বাংলাদেশ ১৯৭১ সালে ২০০১ হয়েছিল।,incorrect,13,ইতিহাস
51,বাংলাদেশ কবে স্বাধীন হয়েছিল?,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল।,বাংলাদেশ ১৯৭১ সালে দক্ষিণদিকে হয়েছিল।,incorrect,30,ইতিহাস
52,বাংলাদেশ কবে স্বাধীন হয়েছিল?,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল।,১৯৭১ সালে স্বাধীন হয়েছিল।,partially_correct,43,ইতিহাস
53,বাংলাদেশ কবে স্বাধীন হয়েছিল?,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল।,বাংলাদেশ ১৯৭১ সালে স্বাধীন।,partially_correct,48,ইতিহাস
54,বাংলাদেশ কবে স্বাধীন হয়েছিল?,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল।,বাংলাদেশ ১৯৭১ স্বাধীন হয়েছিল।,partially_correct,65,ইতিহাস
55,বাংলাদেশ কবে স্বাধীন হয়েছিল?,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল।,ওটি ১৯৭১ সালে স্বাধীন হয়েছিল।,partially_correct,60,ইতিহাস
56,বাংলাদেশ কবে স্বাধীন হয়েছিল?,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল।,বাংলাদেশ ১৯৭১ সালে ২০০১ হয়েছিল।,incorrect,30,ইতিহাস
57,বাংলাদেশ কবে স্বাধীন হয়েছিল?,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল।,বাংলাদেশ ১৯৭১ সালে স্বাধীন।,partially_correct,41,ইতিহাস
58,বাংলাদেশ কবে স্বাধীন হয়েছিল?,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল।,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল বইতে লেখা আছে।,correct,87,ইতিহাস
59,বাংলাদেশ কবে স্বাধীন হয়েছিল?,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল।,বাংলাদেশ ১৯৭১ সালে লন্ডনে হয়েছিল।,incorrect,10,ইতিহাস
60,বাংলাদেশ কবে স্বাধীন হয়েছিল?,বাংলাদেশ ১৯৭১ সালে স্বাধীন হয়েছিল।,আমি চা খেতে পছন্দ করি।,incorrect,7,ইতিহাস
61,কে আমেরিকা আবিষ্কার করেছিলেন?,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,correct,95,ইতিহাস
62,কে আমেরিকা আবিষ্কার করেছিলেন?,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,কলম্বাস ক্রিস্টোফার আমেরিকা আবিষ্কার করেছিলেন।,incorrect,29,ইতিহাস
63,কে আমেরিকা আবিষ্কার করেছিলেন?,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,সে কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,partially_correct,62,ইতিহাস
64,কে আমেরিকা আবিষ্কার করেছিলেন?,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,আমি বাজারে গিয়েছিলাম।,incorrect,1,ইতিহাস
65,কে আমেরিকা আবিষ্কার করেছিলেন?,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,পাখি কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,incorrect,14,ইতিহাস
66,কে আমেরিকা আবিষ্কার করেছিলেন?,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন এটি একটি গুরুত্বপূর্ণ তথ্য।,correct,93,ইতিহাস
67,কে আমেরিকা আবিষ্কার করেছিলেন?,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,ক্রিস্টোফার কলম্বাস আবিষ্কার করেছিলেন।,partially_correct,78,ইতিহাস
68,কে আমেরিকা আবিষ্কার করেছিলেন?,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,ক্রিস্টোফার কলম্বাস আমেরিকা করেছিলেন।,partially_correct,71,ইতিহাস
69,কে আমেরিকা আবিষ্কার করেছিলেন?,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার।,partially_correct,47,ইতিহাস
70,কে আমেরিকা আবিষ্কার করেছিলেন?,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,কলম্বাস ক্রিস্টোফার আমেরিকা আবিষ্কার করেছিলেন।,incorrect,34,ইতিহাস
71,কে আমেরিকা আবিষ্কার করেছিলেন?,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,ক্রিস্টোফার কলম্বাস আমেরিকা মঙ্গল করেছিলেন।,incorrect,13,ইতিহাস
72,কে আমেরিকা আবিষ্কার করেছিলেন?,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,তিনি কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,partially_correct,57,ইতিহাস
73,কে আমেরিকা আবিষ্কার করেছিলেন?,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,partially_correct,40,ইতিহাস
74,কে আমেরিকা আবিষ্কার করেছিলেন?,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,আজ রবিবার।,incorrect,3,ইতিহাস
75,কে আমেরিকা আবিষ্কার করেছিলেন?,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,আমার বাড়ি ঢাকায়।,incorrect,0,ইতিহাস
76,কে আমেরিকা আবিষ্কার করেছিলেন?,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,ক্রিস্টোফার আমেরিকা কলম্বাস আবিষ্কার করেছিলেন।,correct,95,ইতিহাস
77,কে আমেরিকা আবিষ্কার করেছিলেন?,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,correct,96,ইতিহাস
78,কে আমেরিকা আবিষ্কার করেছিলেন?,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,ক্রিস্টোফার আমেরিকা কলম্বাস আবিষ্কার করেছিলেন।,correct,85,ইতিহাস
79,কে আমেরিকা আবিষ্কার করেছিলেন?,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,partially_correct,42,ইতিহাস
80,কে আমেরিকা আবিষ্কার করেছিলেন?,ক্রিস্টোফার কলম্বাস আমেরিকা আবিষ্কার করেছিলেন।,ক্রিস্টোফার কলম্বাস আমেরিকা ১৮০০ করেছিলেন।,incorrect,18,ইতিহাস
81,মহাত্মা গান্ধী কিভাবে স্বাধীনতা এনেছিলেন?,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,আকাশ গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,incorrect,14,ইতিহাস
82,মহাত্মা গান্ধী কিভাবে স্বাধীনতা এনেছিলেন?,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,বাংলাদেশ একটি সুন্দর দেশ।,incorrect,7,ইতিহাস
83,মহাত্মা গান্ধী কিভাবে স্বাধীনতা এনেছিলেন?,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,এটি গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,partially_correct,68,ইতিহাস
84,মহাত্মা গান্ধী কিভাবে স্বাধীনতা এনেছিলেন?,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,মহাত্মা অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,partially_correct,68,ইতিহাস
85,মহাত্মা গান্ধী কিভাবে স্বাধীনতা এনেছিলেন?,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,গান্ধী মহাত্মা অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,incorrect,31,ইতিহাস
86,মহাত্মা গান্ধী কিভাবে স্বাধীনতা এনেছিলেন?,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,গান্ধী মহাত্মা অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,incorrect,33,ইতিহাস
87,মহাত্মা গান্ধী কিভাবে স্বাধীনতা এনেছিলেন?,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,ঘোড়া গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,incorrect,11,ইতিহাস
88,মহাত্মা গান্ধী কিভাবে স্বাধীনতা এনেছিলেন?,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,মহাত্মা গান্ধী আন্দোলনের অহিংস মাধ্যমে স্বাধীনতা এনেছিলেন।,correct,85,ইতিহাস
89,মহাত্মা গান্ধী কিভাবে স্বাধীনতা এনেছিলেন?,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,গান্ধী মহাত্মা অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,incorrect,30,ইতিহাস
90,মহাত্মা গান্ধী কিভাবে স্বাধীনতা এনেছিলেন?,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,মহাত্মা গান্ধী আন্দোলনের অহিংস মাধ্যমে স্বাধীনতা এনেছিলেন।,correct,88,ইতিহাস
91,মহাত্মা গান্ধী কিভাবে স্বাধীনতা এনেছিলেন?,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,মহাত্মা গান্ধী আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,partially_correct,79,ইতিহাস
92,মহাত্মা গান্ধী কিভাবে স্বাধীনতা এনেছিলেন?,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন এটি একটি গুরুত্বপূর্ণ তথ্য।,correct,87,ইতিহাস
93,মহাত্মা গান্ধী কিভাবে স্বাধীনতা এনেছিলেন?,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,এটি গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,partially_correct,62,ইতিহাস
94,মহাত্মা গান্ধী কিভাবে স্বাধীনতা এনেছিলেন?,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,মহাত্মা গান্ধী আন্দোলনের অহিংস মাধ্যমে স্বাধীনতা এনেছিলেন।,correct,92,ইতিহাস
95,মহাত্মা গান্ধী কিভাবে স্বাধীনতা এনেছিলেন?,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে ২০০১ এনেছিলেন।,incorrect,11,ইতিহাস
96,মহাত্মা গান্ধী কিভাবে স্বাধীনতা এনেছিলেন?,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে ২০০১ এনেছিলেন।,incorrect,12,ইতিহাস
97,মহাত্মা গান্ধী কিভাবে স্বাধীনতা এনেছিলেন?,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,তিনি গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,partially_correct,68,ইতিহাস
98,মহাত্মা গান্ধী কিভাবে স্বাধীনতা এনেছিলেন?,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,মাছ গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,incorrect,16,ইতিহাস
99,মহাত্মা গান্ধী কিভাবে স্বাধীনতা এনেছিলেন?,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,গান্ধী মহাত্মা অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,incorrect,21,ইতিহাস
100,মহাত্মা গান্ধী কিভাবে স্বাধীনতা এনেছিলেন?,মহাত্মা গান্ধী অহিংস আন্দোলনের মাধ্যমে স্বাধীনতা এনেছিলেন।,মহাত্মা গান্ধী অহিংস আন্দোলনের স্বাধীনতা এনেছিলেন।,partially_correct,65,ইতিহাস
101,সিপাহি বিদ্রোহ কবে হয়েছিল?,সিপাহি বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,বিদ্রোহ সিপাহি ১৮৫৭ সালে হয়েছিল।,incorrect,28,ইতিহাস
102,সিপাহি বিদ্রোহ কবে হয়েছিল?,সিপাহি বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,পাহাড় বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,incorrect,23,ইতিহাস
103,সিপাহি বিদ্রোহ কবে হয়েছিল?,সিপাহি বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,সিপাহি বিদ্রোহ ১৮৫৭ মঙ্গল হয়েছিল।,incorrect,14,ইতিহাস
104,সিপাহি বিদ্রোহ কবে হয়েছিল?,সিপাহি বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,সিপাহি বিদ্রোহ সালে হয়েছিল।,partially_correct,71,ইতিহাস
105,সিপাহি বিদ্রোহ কবে হয়েছিল?,সিপাহি বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,সিপাহি বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,correct,99,ইতিহাস
106,সিপাহি বিদ্রোহ কবে হয়েছিল?,সিপাহি বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,সিপাহি বিদ্রোহ ১৮৫৭ ২০০১ হয়েছিল।,incorrect,20,ইতিহাস
107,সিপাহি বিদ্রোহ কবে হয়েছিল?,সিপাহি বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,সিপাহি বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,correct,95,ইতিহাস
108,সিপাহি বিদ্রোহ কবে হয়েছিল?,সিপাহি বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,আমি স্কুলে যাই।,incorrect,8,ইতিহাস
109,সিপাহি বিদ্রোহ কবে হয়েছিল?,সিপাহি বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,সিপাহি বিদ্রোহ ১৮৫৭ ১৮০০ হয়েছিল।,incorrect,11,ইতিহাস
110,সিপাহি বিদ্রোহ কবে হয়েছিল?,সিপাহি বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,সিপাহি বিদ্রোহ ১৮৫৭ ২০০১ হয়েছিল।,incorrect,15,ইতিহাস
111,সিপাহি বিদ্রোহ কবে হয়েছিল?,সিপাহি বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,সিপাহি ১৮৫৭ বিদ্রোহ সালে হয়েছিল।,correct,94,ইতিহাস
112,সিপাহি বিদ্রোহ কবে হয়েছিল?,সিপাহি বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,সিপাহি ১৮৫৭ বিদ্রোহ সালে হয়েছিল।,correct,95,ইতিহাস
113,সিপাহি বিদ্রোহ কবে হয়েছিল?,সিপাহি বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,এটি বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,partially_correct,58,ইতিহাস
114,সিপাহি বিদ্রোহ কবে হয়েছিল?,সিপাহি বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,আমার বাড়ি ঢাকায়।,incorrect,9,ইতিহাস
115,সিপাহি বিদ্রোহ কবে হয়েছিল?,সিপাহি বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,আজ আবহাওয়া ভালো।,incorrect,9,ইতিহাস
116,সিপাহি বিদ্রোহ কবে হয়েছিল?,সিপাহি বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,সিপাহি ১৮৫৭ বিদ্রোহ সালে হয়েছিল।,correct,91,ইতিহাস
117,সিপাহি বিদ্রোহ কবে হয়েছিল?,সিপাহি বিদ্রোহ ১৮৫৭ সালে হয়েছিল।,বাংলাদেশ একটি সুন্দর দেশ।,incorrect,8,ইতিহাস
